case_id,arch,fdi,tooth_id,npz_path,split
022,L,35,12,samples\022_L_t35.npz,train
022,L,36,13,samples\022_L_t36.npz,train
022,L,37,14,samples\022_L_t37.npz,train
022,L,41,1,samples\022_L_t41.npz,train
022,L,42,2,samples\022_L_t42.npz,train
022,L,43,3,samples\022_L_t43.npz,train
022,L,44,4,samples\022_L_t44.npz,train
022,L,45,5,samples\022_L_t45.npz,train
022,L,46,6,samples\022_L_t46.npz,train
022,L,47,7,samples\022_L_t47.npz,train
024,U,11,1,samples\024_U_t11.npz,train
024,U,12,2,samples\024_U_t12.npz,train
024,U,13,3,samples\024_U_t13.npz,train
024,U,14,4,samples\024_U_t14.npz,train
024,U,15,5,samples\024_U_t15.npz,train
024,U,16,6,samples\024_U_t16.npz,train
024,U,17,7,samples\024_U_t17.npz,train
024,U,21,8,samples\024_U_t21.npz,train
024,U,22,9,samples\024_U_t22.npz,train
024,U,23,10,samples\024_U_t23.npz,train
024,U,24,11,samples\024_U_t24.npz,train
024,U,25,12,samples\024_U_t25.npz,train
024,U,26,13,samples\024_U_t26.npz,train
024,U,27,14,samples\024_U_t27.npz,train
024,L,31,8,samples\024_L_t31.npz,train
024,L,32,9,samples\024_L_t32.npz,train
024,L,33,10,samples\024_L_t33.npz,train
024,L,34,11,samples\024_L_t34.npz,train
024,L,35,12,samples\024_L_t35.npz,train
024,L,36,13,samples\024_L_t36.npz,train
024,L,37,14,samples\024_L_t37.npz,train
024,L,41,1,samples\024_L_t41.npz,train
024,L,42,2,samples\024_L_t42.npz,train
024,L,43,3,samples\024_L_t43.npz,train
024,L,44,4,samples\024_L_t44.npz,train
024,L,45,5,samples\024_L_t45.npz,train
024,L,46,6,samples\024_L_t46.npz,train
024,L,47,7,samples\024_L_t47.npz,train
025,U,11,1,samples\025_U_t11.npz,train
025,U,12,2,samples\025_U_t12.npz,train
025,U,13,3,samples\025_U_t13.npz,train
025,U,14,4,samples\025_U_t14.npz,train
025,U,15,5,samples\025_U_t15.npz,train
025,U,16,6,samples\025_U_t16.npz,train
025,U,17,7,samples\025_U_t17.npz,train
025,U,21,8,samples\025_U_t21.npz,train
025,U,22,9,samples\025_U_t22.npz,train
025,U,23,10,samples\025_U_t23.npz,train
025,U,24,11,samples\025_U_t24.npz,train
025,U,25,12,samples\025_U_t25.npz,train
025,U,26,13,samples\025_U_t26.npz,train
025,U,27,14,samples\025_U_t27.npz,train
025,L,31,8,samples\025_L_t31.npz,train
025,L,32,9,samples\025_L_t32.npz,train
025,L,33,10,samples\025_L_t33.npz,train
025,L,34,11,samples\025_L_t34.npz,train
025,L,35,12,samples\025_L_t35.npz,train
025,L,36,13,samples\025_L_t36.npz,train
025,L,37,14,samples\025_L_t37.npz,train
025,L,41,1,samples\025_L_t41.npz,train
025,L,42,2,samples\025_L_t42.npz,train
025,L,43,3,samples\025_L_t43.npz,train
025,L,44,4,samples\025_L_t44.npz,train
025,L,45,5,samples\025_L_t45.npz,train
025,L,46,6,samples\025_L_t46.npz,train
025,L,47,7,samples\025_L_t47.npz,train
026,L,31,8,samples\026_L_t31.npz,train
026,L,32,9,samples\026_L_t32.npz,train
026,L,33,10,samples\026_L_t33.npz,train
026,L,34,11,samples\026_L_t34.npz,train
026,L,35,12,samples\026_L_t35.npz,train
026,L,36,13,samples\026_L_t36.npz,train
026,L,37,14,samples\026_L_t37.npz,train
026,L,41,1,samples\026_L_t41.npz,train
026,L,42,2,samples\026_L_t42.npz,train
026,L,43,3,samples\026_L_t43.npz,train
026,L,44,4,samples\026_L_t44.npz,train
026,L,45,5,samples\026_L_t45.npz,train
026,L,46,6,samples\026_L_t46.npz,train
026,L,47,7,samples\026_L_t47.npz,train
027,U,11,1,samples\027_U_t11.npz,train
027,U,12,2,samples\027_U_t12.npz,train
027,U,13,3,samples\027_U_t13.npz,train
027,U,14,4,samples\027_U_t14.npz,train
027,U,15,5,samples\027_U_t15.npz,train
027,U,16,6,samples\027_U_t16.npz,train
027,U,17,7,samples\027_U_t17.npz,train
027,U,21,8,samples\027_U_t21.npz,train
027,U,22,9,samples\027_U_t22.npz,train
027,U,23,10,samples\027_U_t23.npz,train
027,U,24,11,samples\027_U_t24.npz,train
027,U,25,12,samples\027_U_t25.npz,train
027,U,26,13,samples\027_U_t26.npz,train
027,U,27,14,samples\027_U_t27.npz,train
027,L,31,8,samples\027_L_t31.npz,train
027,L,32,9,samples\027_L_t32.npz,train
027,L,33,10,samples\027_L_t33.npz,train
027,L,34,11,samples\027_L_t34.npz,train
027,L,35,12,samples\027_L_t35.npz,train
027,L,36,13,samples\027_L_t36.npz,train
027,L,37,14,samples\027_L_t37.npz,train
027,L,41,1,samples\027_L_t41.npz,train
027,L,42,2,samples\027_L_t42.npz,train
027,L,43,3,samples\027_L_t43.npz,train
027,L,44,4,samples\027_L_t44.npz,train
027,L,45,5,samples\027_L_t45.npz,train
027,L,46,6,samples\027_L_t46.npz,train
027,L,47,7,samples\027_L_t47.npz,train
028,U,11,1,samples\028_U_t11.npz,train
028,U,12,2,samples\028_U_t12.npz,train
028,U,13,3,samples\028_U_t13.npz,train
028,U,14,4,samples\028_U_t14.npz,train
028,U,15,5,samples\028_U_t15.npz,train
028,U,16,6,samples\028_U_t16.npz,train
028,U,17,7,samples\028_U_t17.npz,train
028,U,21,8,samples\028_U_t21.npz,train
028,U,22,9,samples\028_U_t22.npz,train
028,U,23,10,samples\028_U_t23.npz,train
028,U,24,11,samples\028_U_t24.npz,train
028,U,25,12,samples\028_U_t25.npz,train
028,U,26,13,samples\028_U_t26.npz,train
028,U,27,14,samples\028_U_t27.npz,train
028,L,31,8,samples\028_L_t31.npz,train
028,L,32,9,samples\028_L_t32.npz,train
028,L,33,10,samples\028_L_t33.npz,train
028,L,34,11,samples\028_L_t34.npz,train
028,L,35,12,samples\028_L_t35.npz,train
028,L,36,13,samples\028_L_t36.npz,train
028,L,37,14,samples\028_L_t37.npz,train
028,L,41,1,samples\028_L_t41.npz,train
028,L,42,2,samples\028_L_t42.npz,train
028,L,43,3,samples\028_L_t43.npz,train
028,L,44,4,samples\028_L_t44.npz,train
028,L,45,5,samples\028_L_t45.npz,train
028,L,46,6,samples\028_L_t46.npz,train
028,L,47,7,samples\028_L_t47.npz,train
029,U,11,1,samples\029_U_t11.npz,train
029,U,12,2,samples\029_U_t12.npz,train
029,U,13,3,samples\029_U_t13.npz,train
029,U,14,4,samples\029_U_t14.npz,train
029,U,15,5,samples\029_U_t15.npz,train
029,U,16,6,samples\029_U_t16.npz,train
029,U,17,7,samples\029_U_t17.npz,train
029,U,21,8,samples\029_U_t21.npz,train
029,U,22,9,samples\029_U_t22.npz,train
029,U,23,10,samples\029_U_t23.npz,train
029,U,24,11,samples\029_U_t24.npz,train
029,U,25,12,samples\029_U_t25.npz,train
029,U,26,13,samples\029_U_t26.npz,train
029,U,27,14,samples\029_U_t27.npz,train
029,L,31,8,samples\029_L_t31.npz,train
029,L,32,9,samples\029_L_t32.npz,train
029,L,33,10,samples\029_L_t33.npz,train
029,L,34,11,samples\029_L_t34.npz,train
029,L,35,12,samples\029_L_t35.npz,train
029,L,36,13,samples\029_L_t36.npz,train
029,L,37,14,samples\029_L_t37.npz,train
029,L,41,1,samples\029_L_t41.npz,train
029,L,42,2,samples\029_L_t42.npz,train
029,L,43,3,samples\029_L_t43.npz,train
029,L,44,4,samples\029_L_t44.npz,train
029,L,45,5,samples\029_L_t45.npz,train
029,L,46,6,samples\029_L_t46.npz,train
029,L,47,7,samples\029_L_t47.npz,train
030,U,11,1,samples\030_U_t11.npz,train
030,U,12,2,samples\030_U_t12.npz,train
030,U,13,3,samples\030_U_t13.npz,train
030,U,14,4,samples\030_U_t14.npz,train
030,U,15,5,samples\030_U_t15.npz,train
030,U,16,6,samples\030_U_t16.npz,train
030,U,17,7,samples\030_U_t17.npz,train
030,U,21,8,samples\030_U_t21.npz,train
030,U,22,9,samples\030_U_t22.npz,train
030,U,23,10,samples\030_U_t23.npz,train
030,U,24,11,samples\030_U_t24.npz,train
030,U,25,12,samples\030_U_t25.npz,train
030,U,26,13,samples\030_U_t26.npz,train
030,U,27,14,samples\030_U_t27.npz,train
030,L,31,8,samples\030_L_t31.npz,train
030,L,32,9,samples\030_L_t32.npz,train
030,L,33,10,samples\030_L_t33.npz,train
030,L,34,11,samples\030_L_t34.npz,train
030,L,35,12,samples\030_L_t35.npz,train
030,L,36,13,samples\030_L_t36.npz,train
030,L,37,14,samples\030_L_t37.npz,train
030,L,41,1,samples\030_L_t41.npz,train
030,L,42,2,samples\030_L_t42.npz,train
030,L,43,3,samples\030_L_t43.npz,train
030,L,44,4,samples\030_L_t44.npz,train
030,L,45,5,samples\030_L_t45.npz,train
030,L,46,6,samples\030_L_t46.npz,train
030,L,47,7,samples\030_L_t47.npz,train
031,U,11,1,samples\031_U_t11.npz,train
031,U,12,2,samples\031_U_t12.npz,train
031,U,13,3,samples\031_U_t13.npz,train
031,U,14,4,samples\031_U_t14.npz,train
031,U,15,5,samples\031_U_t15.npz,train
031,U,16,6,samples\031_U_t16.npz,train
031,U,17,7,samples\031_U_t17.npz,train
031,U,21,8,samples\031_U_t21.npz,train
031,U,22,9,samples\031_U_t22.npz,train
031,U,23,10,samples\031_U_t23.npz,train
031,U,24,11,samples\031_U_t24.npz,train
031,U,25,12,samples\031_U_t25.npz,train
031,U,26,13,samples\031_U_t26.npz,train
031,U,27,14,samples\031_U_t27.npz,train
031,L,31,8,samples\031_L_t31.npz,train
031,L,32,9,samples\031_L_t32.npz,train
031,L,33,10,samples\031_L_t33.npz,train
031,L,34,11,samples\031_L_t34.npz,train
031,L,35,12,samples\031_L_t35.npz,train
031,L,36,13,samples\031_L_t36.npz,train
031,L,37,14,samples\031_L_t37.npz,train
031,L,41,1,samples\031_L_t41.npz,train
031,L,42,2,samples\031_L_t42.npz,train
031,L,43,3,samples\031_L_t43.npz,train
031,L,44,4,samples\031_L_t44.npz,train
031,L,45,5,samples\031_L_t45.npz,train
031,L,46,6,samples\031_L_t46.npz,train
031,L,47,7,samples\031_L_t47.npz,train
032,U,11,1,samples\032_U_t11.npz,train
032,U,12,2,samples\032_U_t12.npz,train
032,U,13,3,samples\032_U_t13.npz,train
032,U,14,4,samples\032_U_t14.npz,train
032,U,15,5,samples\032_U_t15.npz,train
032,U,16,6,samples\032_U_t16.npz,train
032,U,17,7,samples\032_U_t17.npz,train
032,U,21,8,samples\032_U_t21.npz,train
032,U,22,9,samples\032_U_t22.npz,train
032,U,23,10,samples\032_U_t23.npz,train
032,U,24,11,samples\032_U_t24.npz,train
032,U,25,12,samples\032_U_t25.npz,train
032,U,26,13,samples\032_U_t26.npz,train
032,U,27,14,samples\032_U_t27.npz,train
032,L,31,8,samples\032_L_t31.npz,train
032,L,32,9,samples\032_L_t32.npz,train
032,L,33,10,samples\032_L_t33.npz,train
032,L,34,11,samples\032_L_t34.npz,train
032,L,35,12,samples\032_L_t35.npz,train
032,L,36,13,samples\032_L_t36.npz,train
032,L,37,14,samples\032_L_t37.npz,train
032,L,41,1,samples\032_L_t41.npz,train
032,L,42,2,samples\032_L_t42.npz,train
032,L,43,3,samples\032_L_t43.npz,train
032,L,44,4,samples\032_L_t44.npz,train
032,L,45,5,samples\032_L_t45.npz,train
032,L,46,6,samples\032_L_t46.npz,train
032,L,47,7,samples\032_L_t47.npz,train
033,U,11,1,samples\033_U_t11.npz,train
033,U,12,2,samples\033_U_t12.npz,train
033,U,13,3,samples\033_U_t13.npz,train
033,U,14,4,samples\033_U_t14.npz,train
033,U,15,5,samples\033_U_t15.npz,train
033,U,16,6,samples\033_U_t16.npz,train
033,U,17,7,samples\033_U_t17.npz,train
033,U,21,8,samples\033_U_t21.npz,train
033,U,22,9,samples\033_U_t22.npz,train
033,U,23,10,samples\033_U_t23.npz,train
033,U,24,11,samples\033_U_t24.npz,train
033,U,25,12,samples\033_U_t25.npz,train
033,U,26,13,samples\033_U_t26.npz,train
033,U,27,14,samples\033_U_t27.npz,train
033,L,31,8,samples\033_L_t31.npz,train
033,L,32,9,samples\033_L_t32.npz,train
033,L,33,10,samples\033_L_t33.npz,train
033,L,34,11,samples\033_L_t34.npz,train
033,L,35,12,samples\033_L_t35.npz,train
033,L,36,13,samples\033_L_t36.npz,train
033,L,37,14,samples\033_L_t37.npz,train
033,L,41,1,samples\033_L_t41.npz,train
033,L,42,2,samples\033_L_t42.npz,train
033,L,43,3,samples\033_L_t43.npz,train
033,L,44,4,samples\033_L_t44.npz,train
033,L,45,5,samples\033_L_t45.npz,train
033,L,46,6,samples\033_L_t46.npz,train
033,L,47,7,samples\033_L_t47.npz,train
034,U,11,1,samples\034_U_t11.npz,train
034,U,12,2,samples\034_U_t12.npz,train
034,U,13,3,samples\034_U_t13.npz,train
034,U,14,4,samples\034_U_t14.npz,train
034,U,15,5,samples\034_U_t15.npz,train
034,U,16,6,samples\034_U_t16.npz,train
034,U,17,7,samples\034_U_t17.npz,train
034,U,21,8,samples\034_U_t21.npz,train
034,U,22,9,samples\034_U_t22.npz,train
034,U,23,10,samples\034_U_t23.npz,train
034,U,24,11,samples\034_U_t24.npz,train
034,U,25,12,samples\034_U_t25.npz,train
034,U,26,13,samples\034_U_t26.npz,train
034,U,27,14,samples\034_U_t27.npz,train
034,L,31,8,samples\034_L_t31.npz,train
034,L,32,9,samples\034_L_t32.npz,train
034,L,33,10,samples\034_L_t33.npz,train
034,L,34,11,samples\034_L_t34.npz,train
034,L,35,12,samples\034_L_t35.npz,train
034,L,36,13,samples\034_L_t36.npz,train
034,L,37,14,samples\034_L_t37.npz,train
034,L,41,1,samples\034_L_t41.npz,train
034,L,42,2,samples\034_L_t42.npz,train
034,L,43,3,samples\034_L_t43.npz,train
034,L,44,4,samples\034_L_t44.npz,train
034,L,45,5,samples\034_L_t45.npz,train
034,L,46,6,samples\034_L_t46.npz,train
034,L,47,7,samples\034_L_t47.npz,train
035,U,11,1,samples\035_U_t11.npz,train
035,U,12,2,samples\035_U_t12.npz,train
035,U,13,3,samples\035_U_t13.npz,train
035,U,14,4,samples\035_U_t14.npz,train
035,U,15,5,samples\035_U_t15.npz,train
035,U,16,6,samples\035_U_t16.npz,train
035,U,17,7,samples\035_U_t17.npz,train
035,U,21,8,samples\035_U_t21.npz,train
035,U,22,9,samples\035_U_t22.npz,train
035,U,23,10,samples\035_U_t23.npz,train
035,U,24,11,samples\035_U_t24.npz,train
035,U,25,12,samples\035_U_t25.npz,train
035,U,26,13,samples\035_U_t26.npz,train
035,U,27,14,samples\035_U_t27.npz,train
035,L,31,8,samples\035_L_t31.npz,train
035,L,32,9,samples\035_L_t32.npz,train
035,L,33,10,samples\035_L_t33.npz,train
035,L,34,11,samples\035_L_t34.npz,train
035,L,35,12,samples\035_L_t35.npz,train
035,L,36,13,samples\035_L_t36.npz,train
035,L,37,14,samples\035_L_t37.npz,train
035,L,41,1,samples\035_L_t41.npz,train
035,L,42,2,samples\035_L_t42.npz,train
035,L,43,3,samples\035_L_t43.npz,train
035,L,44,4,samples\035_L_t44.npz,train
035,L,45,5,samples\035_L_t45.npz,train
035,L,46,6,samples\035_L_t46.npz,train
035,L,47,7,samples\035_L_t47.npz,train
036,U,11,1,samples\036_U_t11.npz,train
036,U,12,2,samples\036_U_t12.npz,train
036,U,13,3,samples\036_U_t13.npz,train
036,U,14,4,samples\036_U_t14.npz,train
036,U,15,5,samples\036_U_t15.npz,train
036,U,16,6,samples\036_U_t16.npz,train
036,U,17,7,samples\036_U_t17.npz,train
036,U,21,8,samples\036_U_t21.npz,train
036,U,22,9,samples\036_U_t22.npz,train
036,U,23,10,samples\036_U_t23.npz,train
036,U,24,11,samples\036_U_t24.npz,train
036,U,25,12,samples\036_U_t25.npz,train
036,U,26,13,samples\036_U_t26.npz,train
036,U,27,14,samples\036_U_t27.npz,train
036,L,31,8,samples\036_L_t31.npz,train
036,L,32,9,samples\036_L_t32.npz,train
036,L,33,10,samples\036_L_t33.npz,train
036,L,34,11,samples\036_L_t34.npz,train
036,L,35,12,samples\036_L_t35.npz,train
036,L,36,13,samples\036_L_t36.npz,train
036,L,37,14,samples\036_L_t37.npz,train
036,L,41,1,samples\036_L_t41.npz,train
036,L,42,2,samples\036_L_t42.npz,train
036,L,43,3,samples\036_L_t43.npz,train
036,L,44,4,samples\036_L_t44.npz,train
036,L,45,5,samples\036_L_t45.npz,train
036,L,46,6,samples\036_L_t46.npz,train
036,L,47,7,samples\036_L_t47.npz,train
037,U,11,1,samples\037_U_t11.npz,train
037,U,12,2,samples\037_U_t12.npz,train
037,U,13,3,samples\037_U_t13.npz,train
037,U,14,4,samples\037_U_t14.npz,train
037,U,15,5,samples\037_U_t15.npz,train
037,U,16,6,samples\037_U_t16.npz,train
037,U,17,7,samples\037_U_t17.npz,train
037,U,21,8,samples\037_U_t21.npz,train
037,U,22,9,samples\037_U_t22.npz,train
037,U,23,10,samples\037_U_t23.npz,train
037,U,24,11,samples\037_U_t24.npz,train
037,U,25,12,samples\037_U_t25.npz,train
037,U,26,13,samples\037_U_t26.npz,train
037,U,27,14,samples\037_U_t27.npz,train
037,L,31,8,samples\037_L_t31.npz,train
037,L,32,9,samples\037_L_t32.npz,train
037,L,33,10,samples\037_L_t33.npz,train
037,L,34,11,samples\037_L_t34.npz,train
037,L,35,12,samples\037_L_t35.npz,train
037,L,36,13,samples\037_L_t36.npz,train
037,L,37,14,samples\037_L_t37.npz,train
037,L,41,1,samples\037_L_t41.npz,train
037,L,42,2,samples\037_L_t42.npz,train
037,L,43,3,samples\037_L_t43.npz,train
037,L,44,4,samples\037_L_t44.npz,train
037,L,45,5,samples\037_L_t45.npz,train
037,L,46,6,samples\037_L_t46.npz,train
037,L,47,7,samples\037_L_t47.npz,train
038,U,11,1,samples\038_U_t11.npz,train
038,U,12,2,samples\038_U_t12.npz,train
038,U,13,3,samples\038_U_t13.npz,train
038,U,14,4,samples\038_U_t14.npz,train
038,U,15,5,samples\038_U_t15.npz,train
038,U,16,6,samples\038_U_t16.npz,train
038,U,17,7,samples\038_U_t17.npz,train
038,U,21,8,samples\038_U_t21.npz,train
038,U,22,9,samples\038_U_t22.npz,train
038,U,23,10,samples\038_U_t23.npz,train
038,U,24,11,samples\038_U_t24.npz,train
038,U,25,12,samples\038_U_t25.npz,train
038,U,26,13,samples\038_U_t26.npz,train
038,U,27,14,samples\038_U_t27.npz,train
038,L,31,8,samples\038_L_t31.npz,train
038,L,32,9,samples\038_L_t32.npz,train
038,L,33,10,samples\038_L_t33.npz,train
038,L,34,11,samples\038_L_t34.npz,train
038,L,35,12,samples\038_L_t35.npz,train
038,L,36,13,samples\038_L_t36.npz,train
038,L,37,14,samples\038_L_t37.npz,train
038,L,41,1,samples\038_L_t41.npz,train
038,L,42,2,samples\038_L_t42.npz,train
038,L,43,3,samples\038_L_t43.npz,train
038,L,44,4,samples\038_L_t44.npz,train
038,L,45,5,samples\038_L_t45.npz,train
038,L,46,6,samples\038_L_t46.npz,train
038,L,47,7,samples\038_L_t47.npz,train
039,U,11,1,samples\039_U_t11.npz,train
039,U,12,2,samples\039_U_t12.npz,train
039,U,13,3,samples\039_U_t13.npz,train
039,U,14,4,samples\039_U_t14.npz,train
039,U,15,5,samples\039_U_t15.npz,train
039,U,16,6,samples\039_U_t16.npz,train
039,U,17,7,samples\039_U_t17.npz,train
039,U,21,8,samples\039_U_t21.npz,train
039,U,22,9,samples\039_U_t22.npz,train
039,U,23,10,samples\039_U_t23.npz,train
039,U,24,11,samples\039_U_t24.npz,train
039,U,25,12,samples\039_U_t25.npz,train
039,U,26,13,samples\039_U_t26.npz,train
039,U,27,14,samples\039_U_t27.npz,train
039,L,31,8,samples\039_L_t31.npz,train
039,L,32,9,samples\039_L_t32.npz,train
039,L,33,10,samples\039_L_t33.npz,train
039,L,34,11,samples\039_L_t34.npz,train
039,L,35,12,samples\039_L_t35.npz,train
039,L,36,13,samples\039_L_t36.npz,train
039,L,37,14,samples\039_L_t37.npz,train
039,L,41,1,samples\039_L_t41.npz,train
039,L,42,2,samples\039_L_t42.npz,train
039,L,43,3,samples\039_L_t43.npz,train
039,L,44,4,samples\039_L_t44.npz,train
039,L,45,5,samples\039_L_t45.npz,train
039,L,46,6,samples\039_L_t46.npz,train
039,L,47,7,samples\039_L_t47.npz,train
040,U,11,1,samples\040_U_t11.npz,train
040,U,12,2,samples\040_U_t12.npz,train
040,U,13,3,samples\040_U_t13.npz,train
040,U,15,5,samples\040_U_t15.npz,train
040,U,16,6,samples\040_U_t16.npz,train
040,U,17,7,samples\040_U_t17.npz,train
040,U,21,8,samples\040_U_t21.npz,train
040,U,22,9,samples\040_U_t22.npz,train
040,U,23,10,samples\040_U_t23.npz,train
040,U,24,11,samples\040_U_t24.npz,train
040,U,25,12,samples\040_U_t25.npz,train
040,U,26,13,samples\040_U_t26.npz,train
040,U,27,14,samples\040_U_t27.npz,train
040,L,31,8,samples\040_L_t31.npz,train
040,L,32,9,samples\040_L_t32.npz,train
040,L,33,10,samples\040_L_t33.npz,train
040,L,34,11,samples\040_L_t34.npz,train
040,L,35,12,samples\040_L_t35.npz,train
040,L,36,13,samples\040_L_t36.npz,train
040,L,37,14,samples\040_L_t37.npz,train
040,L,41,1,samples\040_L_t41.npz,train
040,L,42,2,samples\040_L_t42.npz,train
040,L,43,3,samples\040_L_t43.npz,train
040,L,44,4,samples\040_L_t44.npz,train
040,L,45,5,samples\040_L_t45.npz,train
040,L,46,6,samples\040_L_t46.npz,train
040,L,47,7,samples\040_L_t47.npz,train
041,U,11,1,samples\041_U_t11.npz,train
041,U,12,2,samples\041_U_t12.npz,train
041,U,13,3,samples\041_U_t13.npz,train
041,U,14,4,samples\041_U_t14.npz,train
041,U,15,5,samples\041_U_t15.npz,train
041,U,16,6,samples\041_U_t16.npz,train
041,U,17,7,samples\041_U_t17.npz,train
041,U,21,8,samples\041_U_t21.npz,train
041,U,22,9,samples\041_U_t22.npz,train
041,U,23,10,samples\041_U_t23.npz,train
041,U,24,11,samples\041_U_t24.npz,train
041,U,25,12,samples\041_U_t25.npz,train
041,U,26,13,samples\041_U_t26.npz,train
041,U,27,14,samples\041_U_t27.npz,train
041,L,31,8,samples\041_L_t31.npz,train
041,L,32,9,samples\041_L_t32.npz,train
041,L,33,10,samples\041_L_t33.npz,train
041,L,35,12,samples\041_L_t35.npz,train
041,L,36,13,samples\041_L_t36.npz,train
041,L,37,14,samples\041_L_t37.npz,train
041,L,41,1,samples\041_L_t41.npz,train
041,L,42,2,samples\041_L_t42.npz,train
041,L,43,3,samples\041_L_t43.npz,train
041,L,44,4,samples\041_L_t44.npz,train
041,L,46,6,samples\041_L_t46.npz,train
041,L,47,7,samples\041_L_t47.npz,train
042,U,11,1,samples\042_U_t11.npz,train
042,U,12,2,samples\042_U_t12.npz,train
042,U,13,3,samples\042_U_t13.npz,train
042,U,14,4,samples\042_U_t14.npz,train
042,U,15,5,samples\042_U_t15.npz,train
042,U,16,6,samples\042_U_t16.npz,train
042,U,17,7,samples\042_U_t17.npz,train
042,U,21,8,samples\042_U_t21.npz,train
042,U,22,9,samples\042_U_t22.npz,train
042,U,23,10,samples\042_U_t23.npz,train
042,U,24,11,samples\042_U_t24.npz,train
042,U,25,12,samples\042_U_t25.npz,train
042,U,26,13,samples\042_U_t26.npz,train
042,U,27,14,samples\042_U_t27.npz,train
042,L,31,8,samples\042_L_t31.npz,train
042,L,32,9,samples\042_L_t32.npz,train
042,L,33,10,samples\042_L_t33.npz,train
042,L,34,11,samples\042_L_t34.npz,train
042,L,35,12,samples\042_L_t35.npz,train
042,L,36,13,samples\042_L_t36.npz,train
042,L,37,14,samples\042_L_t37.npz,train
042,L,41,1,samples\042_L_t41.npz,train
042,L,42,2,samples\042_L_t42.npz,train
042,L,43,3,samples\042_L_t43.npz,train
042,L,44,4,samples\042_L_t44.npz,train
042,L,45,5,samples\042_L_t45.npz,train
042,L,46,6,samples\042_L_t46.npz,train
042,L,47,7,samples\042_L_t47.npz,train
043,U,11,1,samples\043_U_t11.npz,train
043,U,12,2,samples\043_U_t12.npz,train
043,U,13,3,samples\043_U_t13.npz,train
043,U,14,4,samples\043_U_t14.npz,train
043,U,15,5,samples\043_U_t15.npz,train
043,U,16,6,samples\043_U_t16.npz,train
043,U,17,7,samples\043_U_t17.npz,train
043,U,21,8,samples\043_U_t21.npz,train
043,U,22,9,samples\043_U_t22.npz,train
043,U,23,10,samples\043_U_t23.npz,train
043,U,24,11,samples\043_U_t24.npz,train
043,U,25,12,samples\043_U_t25.npz,train
043,U,26,13,samples\043_U_t26.npz,train
043,U,27,14,samples\043_U_t27.npz,train
043,L,31,8,samples\043_L_t31.npz,train
043,L,32,9,samples\043_L_t32.npz,train
043,L,33,10,samples\043_L_t33.npz,train
043,L,34,11,samples\043_L_t34.npz,train
043,L,35,12,samples\043_L_t35.npz,train
043,L,36,13,samples\043_L_t36.npz,train
043,L,37,14,samples\043_L_t37.npz,train
043,L,41,1,samples\043_L_t41.npz,train
043,L,42,2,samples\043_L_t42.npz,train
043,L,43,3,samples\043_L_t43.npz,train
043,L,44,4,samples\043_L_t44.npz,train
043,L,45,5,samples\043_L_t45.npz,train
043,L,46,6,samples\043_L_t46.npz,train
043,L,47,7,samples\043_L_t47.npz,train
044,U,11,1,samples\044_U_t11.npz,train
044,U,12,2,samples\044_U_t12.npz,train
044,U,13,3,samples\044_U_t13.npz,train
044,U,14,4,samples\044_U_t14.npz,train
044,U,15,5,samples\044_U_t15.npz,train
044,U,16,6,samples\044_U_t16.npz,train
044,U,17,7,samples\044_U_t17.npz,train
044,U,21,8,samples\044_U_t21.npz,train
044,U,22,9,samples\044_U_t22.npz,train
044,U,23,10,samples\044_U_t23.npz,train
044,U,24,11,samples\044_U_t24.npz,train
044,U,25,12,samples\044_U_t25.npz,train
044,U,26,13,samples\044_U_t26.npz,train
044,U,27,14,samples\044_U_t27.npz,train
044,L,31,8,samples\044_L_t31.npz,train
044,L,32,9,samples\044_L_t32.npz,train
044,L,33,10,samples\044_L_t33.npz,train
044,L,34,11,samples\044_L_t34.npz,train
044,L,35,12,samples\044_L_t35.npz,train
044,L,36,13,samples\044_L_t36.npz,train
044,L,37,14,samples\044_L_t37.npz,train
044,L,41,1,samples\044_L_t41.npz,train
044,L,42,2,samples\044_L_t42.npz,train
044,L,43,3,samples\044_L_t43.npz,train
044,L,44,4,samples\044_L_t44.npz,train
044,L,45,5,samples\044_L_t45.npz,train
044,L,46,6,samples\044_L_t46.npz,train
044,L,47,7,samples\044_L_t47.npz,train
045,U,11,1,samples\045_U_t11.npz,train
045,U,12,2,samples\045_U_t12.npz,train
045,U,13,3,samples\045_U_t13.npz,train
045,U,14,4,samples\045_U_t14.npz,train
045,U,15,5,samples\045_U_t15.npz,train
045,U,16,6,samples\045_U_t16.npz,train
045,U,17,7,samples\045_U_t17.npz,train
045,U,21,8,samples\045_U_t21.npz,train
045,U,22,9,samples\045_U_t22.npz,train
045,U,23,10,samples\045_U_t23.npz,train
045,U,24,11,samples\045_U_t24.npz,train
045,U,25,12,samples\045_U_t25.npz,train
045,U,26,13,samples\045_U_t26.npz,train
045,U,27,14,samples\045_U_t27.npz,train
045,L,31,8,samples\045_L_t31.npz,train
045,L,32,9,samples\045_L_t32.npz,train
045,L,33,10,samples\045_L_t33.npz,train
045,L,34,11,samples\045_L_t34.npz,train
045,L,35,12,samples\045_L_t35.npz,train
045,L,36,13,samples\045_L_t36.npz,train
045,L,37,14,samples\045_L_t37.npz,train
045,L,41,1,samples\045_L_t41.npz,train
045,L,42,2,samples\045_L_t42.npz,train
045,L,43,3,samples\045_L_t43.npz,train
045,L,44,4,samples\045_L_t44.npz,train
045,L,45,5,samples\045_L_t45.npz,train
